price_change_this_night,net_transfers_in_out_since_last_price_change,net_transfers_in_out_since_yesterday,price_change_so_far_for_this_event ,total_active_players_estimate,players_injured,player_prices_today,net_transfers_in_out_overall_as_of_today,player_name
,0,0,0,5277978,False,53,-10828,Podence
,0,0,0,5277978,False,50,-3794,José Sá
,0,0,0,5277978,False,47,12273,Sarabia
,0,0,0,5277978,False,40,-28421,Šarkić
,0,0,0,5277978,False,45,23501,N.Semedo
,0,0,0,5277978,False,44,13526,Toti
,0,0,0,5277978,False,43,-24865,Boubacar Traore
,0,0,0,5277978,True,42,-8027,Lockyer
,0,0,-1,5277978,False,43,-3032,Robinson
,0,0,0,5277978,False,43,-2121,Ogbonna
,0,0,0,5277978,False,48,-1342,Nelson
,0,0,0,5277978,False,39,-1686,Lonergan
,0,0,0,5277978,False,39,-3316,Karius
,0,0,0,5277978,False,39,8567,Dummett
,0,0,0,5277978,False,47,-3412,Mpanzu
,0,0,0,5277978,True,51,-9808,Solomon
,0,0,0,5277978,False,46,61987,Pau
,0,0,0,5277978,True,46,-467104,J.Timber
,0,0,0,5277978,False,47,-6779,Chong
,0,0,0,5277978,False,47,-4533,Slimane
,0,0,0,5277978,False,44,-43740,Young
,0,0,0,5277978,False,50,-1002,Ângelo
,0,0,-1,5277978,False,57,593136,Cunha
,0,0,0,5277978,False,53,4726,Willian
,0,0,0,5277978,False,43,-3180,Larouci
,0,0,0,5277978,False,51,-5174,T.Bénie
,0,0,0,5277978,False,53,13050,Amdouni
,0,0,0,5277978,False,44,-8557,Kerkez
,0,0,0,5277978,False,45,-1201,Trafford
,0,0,0,5277978,False,48,-1575790,Onana
,0,0,0,5277978,False,43,-8725,Doherty
,0,0,0,5277978,False,65,113508,Diaby
,0,0,0,5277978,True,47,-4007,Redmond
,0,0,0,5277978,False,52,-8872,Danjuma
,0,0,0,5277978,False,40,-261161,Kaboré
,0,0,0,5277978,False,62,-248290,Barnes
,0,0,0,5277978,True,45,3430,Aina
,0,0,0,5277978,True,48,-105,Koleosho
,0,0,0,5277978,False,43,-5375,Igor
,0,0,0,5277978,False,44,-3989,Radu
,0,0,0,5277978,False,49,-608,Bruun Larsen
,0,0,0,5277978,False,51,-7750,Maatsen
,0,0,0,5277978,True,44,-19340,Bassey
,0,0,0,5277978,False,49,142029,Disasi
,0,0,0,5277978,True,44,-2126,Ugochukwu
,0,0,0,5277978,False,45,14924,Kaminski
,0,0,0,5277978,False,48,-680,Matheus França
,0,0,0,5277978,False,48,-68326,Gvardiol
,0,0,0,5277978,False,69,344529,Højlund
,0,0,0,5277978,False,45,-745,Kellyman
,0,0,0,5277978,False,40,-1903,Greenwood
,0,0,0,5277978,False,45,-199,Olakigbe
,0,0,0,5277978,False,45,12299,Hinshelwood
,0,0,0,5277978,False,40,-3079,Dodgson
,0,0,0,5277978,False,45,-9794,Burstow
,0,0,0,5277978,False,45,642,Dobbin
,0,0,0,5277978,False,39,-1243,De Fougerolles
,0,0,0,5277978,False,40,5453,Quansah
,0,0,0,5277978,False,44,-664,Clark
,0,0,0,5277978,True,44,-2867,Doak
,0,0,0,5277978,False,44,-538,McConnell
,0,0,0,5277978,False,49,35119,Barkley
,0,0,0,5277978,False,49,-832,Brown
,0,0,0,5277978,False,44,-470,Forson
,0,0,-1,5277978,False,42,76655,Livramento
,0,0,0,5277978,False,39,-51,A.Murphy
,0,0,0,5277978,False,45,12692,Miley
,0,0,0,5277978,False,39,-1265,G.Shelvey
,0,0,0,5277978,False,39,-475,Powell
,0,0,0,5277978,False,50,-15,Vini Souza
,0,0,0,5277978,False,44,70084,Van de Ven
,0,0,0,5277978,False,45,-22501,Scarlett
,0,0,0,5277978,False,54,-3438,Veliz
,0,0,0,5277978,False,50,-1817,Álvarez
,0,0,0,5277978,True,44,-2197,Aarons
,0,0,0,5277978,False,49,1592,Scott
,0,0,0,5277978,False,48,-2752,Y. Chermiti
,0,0,0,5277978,False,40,645,Hein
,0,0,0,5277978,False,40,1108,Anang
,0,0,0,5277978,False,40,-696,Francis-Clarke
,0,0,0,5277978,False,45,-1328,Cannon
,0,0,0,5277978,False,44,74,Onyango
,0,0,0,5277978,False,45,-758,Stansfield
,0,0,0,5277978,False,45,9,Dibley-Dias
,0,0,0,5277978,False,39,1340,Seriki
,0,0,0,5277978,False,45,-1247,Marsh
,0,0,0,5277978,False,44,733,Brooks
,0,0,0,5277978,False,44,374,Hackford
,0,0,0,5277978,False,45,318,Rak-Sakyi
,0,0,0,5277978,False,45,-2403,Gordon
,0,0,0,5277978,False,39,199,Bergström
,0,0,0,5277978,False,50,5323,Odobert
,0,0,0,5277978,False,55,10814,Harrison
,0,0,0,5277978,False,49,-669,Adama
,0,0,0,5277978,False,50,8049,Hamer
,0,0,0,5277978,False,60,750722,Ward-Prowse
,0,0,0,5277978,False,44,-77,Krul
,0,0,0,5277978,False,50,-101,T.Davies
,0,0,0,5277978,True,49,-221,Lavia
,0,0,0,5277978,False,54,739,Endo
,0,0,0,5277978,False,40,666,Vítek
,0,0,0,5277978,False,40,737,Marschall
,0,0,0,5277978,False,40,-361,Humphreys
,0,0,0,5277978,False,54,1062,Zaniolo
,0,0,0,5277978,True,49,27,Adams
,0,0,0,5277978,False,40,778,Delcroix
,0,0,0,5277978,False,50,1441,A.Ramsey
,0,0,0,5277978,False,45,18475,Mavropanos
,0,0,0,5277978,False,45,1861,Deivid
,0,0,0,5277978,False,65,199040,Doku
,0,0,0,5277978,False,44,5764,G.Montiel
,0,0,0,5277978,False,40,145,Beach
,0,0,0,5277978,False,45,-44,Diego Moreira
,0,0,0,5277978,False,40,1065,Johnson
,0,0,0,5277978,False,45,545,Harris
,0,0,0,5277978,False,45,363,Brierley
,0,0,0,5277978,False,45,49,Gore
,0,0,0,5277978,False,40,878,Zych
,0,0,0,5277978,False,45,116330,Petrović
,0,0,0,5277978,False,45,58065,Castagne
,0,0,0,5277978,False,68,311237,Kudus
,0,0,0,5277978,False,45,3389,Baleba
,0,0,0,5277978,False,57,6383,Beto
,0,0,0,5277978,False,40,1209,Benda
,0,0,0,5277978,False,40,2324,Thomas
,0,0,0,5277978,False,49,-54,Massengo
,0,0,0,5277978,False,40,7690,Altay
,0,0,0,5277978,False,45,5129,Murillo
,0,0,0,5277978,False,45,426,S.Bueno
,0,0,0,5277978,False,50,119,González
,0,0,0,5277978,False,45,11075,Lenglet
,0,0,0,5277978,False,64,11942,Ansu Fati
,0,0,0,5277978,True,45,2275,Ghoddos
,0,0,0,5277978,False,40,1495,Phillips
,0,0,0,5277978,False,40,83367,Evans
,0,0,0,5277978,False,45,2793,Fraser
,0,0,0,5277978,False,55,1940,Sinisterra
,0,0,0,5277978,False,53,346,M.Trésor
,0,0,0,5277978,False,45,382,Ballo-Touré
,0,0,0,5277978,False,50,4544,Gravenberch
,0,0,0,5277978,False,50,3398,Amrabat
,0,0,0,5277978,False,45,2714,Odysseas
,0,0,0,5277978,False,45,-43,Omobamidele
,0,0,0,5277978,False,50,1894,Dominguez
,0,0,0,5277978,True,49,125,Sangaré
,0,0,0,5277978,True,50,2639,Origi
,0,0,0,5277978,False,49,885,Bellegarde
,0,0,0,5277978,False,40,831,Gilchrist
,0,0,0,5277978,False,45,1092,Stutter
,0,0,0,5277978,False,45,133,Matos
,0,0,0,5277978,False,45,217,Hunt
,0,0,0,5277978,False,45,1015,Ola-Adebomi
,0,0,0,5277978,False,45,226,Ozoh
,0,0,0,5277978,False,45,1617,Donley
,0,0,0,5277978,False,40,270,Brooking
,0,0,0,5277978,False,45,185,Raymond
,0,0,0,5277978,True,40,627,Kim Ji-Soo
,0,0,0,5277978,False,40,256,Chambers
,0,0,0,5277978,False,50,12558,Townsend
,0,0,0,5277978,False,39,311,Scanlon
,0,0,0,5277978,False,45,134,Luker
,0,0,0,5277978,False,44,99,Oné
,0,0,0,5277978,False,40,385,Buyabu
,0,0,0,5277978,False,40,481,Tanton
,0,0,0,5277978,False,40,1240,Adedokun
,0,0,0,5277978,False,45,267,Nelson
,0,0,0,5277978,False,45,172,Sagoe
,0,0,0,5277978,False,40,998,Walters
,0,0,0,5277978,False,45,116,Ibrahim
,0,0,0,5277978,False,45,313,Diallo
,0,0,0,5277978,False,45,1039,Parkinson
,0,0,0,5277978,False,40,509,Dorrington
,0,0,0,5277978,False,45,1071,O’Mahony
,0,0,0,5277978,False,45,209,Baker-Boaitey
,0,0,0,5277978,False,45,34,Nyoni
,0,0,0,5277978,False,45,27,Peart-Harris
,0,0,0,5277978,False,44,686,Ndiweni
,0,0,0,5277978,False,40,1166,Jackson
,0,0,0,5277978,False,44,143,Duffus
,0,0,0,5277978,False,45,167,Hugill
,0,0,0,5277978,False,45,80,Whittingham
,0,0,0,5277978,False,44,136,Chirewa
,0,0,0,5277978,False,40,810,Hubner
,0,0,0,5277978,False,40,351,Angelini
,0,0,0,5277978,False,40,193,Kavanagh
,0,0,0,5277978,False,45,119,Yago Santiago
,0,0,0,5277978,False,45,74,Barrington
,0,0,0,5277978,False,40,-6,Pitaluga
,0,0,0,5277978,False,41,184778,Bradley
,0,0,0,5277978,False,45,46,Castledine
,0,0,0,5277978,False,44,39,Peck
,0,0,0,5277978,False,45,35,Metcalfe
,0,0,0,5277978,False,40,306,Campbell
,0,0,0,5277978,False,45,27,Susoho
,0,0,0,5277978,False,40,317,Adaramola
,0,0,0,5277978,False,45,36,Lewis-Skelly
,0,0,0,5277978,False,40,152,Proctor
,0,0,0,5277978,False,39,378,Kambwala
,0,0,0,5277978,False,45,109,O'Reilly
,0,0,0,5277978,False,40,114,Bennett
,0,0,0,5277978,False,45,26,Hesketh
,0,0,0,5277978,False,45,167,Barnett
,0,0,0,5277978,False,45,36,Hamilton
,0,0,0,5277978,False,45,25,Nwaneri
,0,0,0,5277978,False,45,33,Orford
,0,0,0,5277978,False,40,288,Casey
,0,0,0,5277978,False,50,16693,Brereton Díaz
,0,0,0,5277978,False,65,97801,Werner
,0,0,-1,5277978,False,44,4599,Drăgușin
,0,0,0,5277978,False,40,81,Wright
,0,0,0,5277978,False,45,28,McDonnell
,0,0,0,5277978,False,45,75,Osong
,0,0,0,5277978,False,45,96,Gardner
,0,0,0,5277978,False,45,20,Beck
,0,0,0,5277978,False,45,77,Gordon
,0,0,0,5277978,False,40,147,Scarles
,0,0,0,5277978,False,45,19,Marshall
,0,0,0,5277978,False,45,13,Peupion
,0,0,0,5277978,False,45,47,Griffiths
,0,0,0,5277978,False,40,13,Mosquera
,0,0,0,5277978,False,40,135,Valdimarsson
,0,0,0,5277978,False,45,130,Grbić
,0,0,0,5277978,False,45,74,Casadei
,0,0,0,5277978,False,45,1726,Muñoz
,0,0,0,5277978,False,40,105,Kesler-Hayden
,0,0,0,5277978,False,45,58,White
,0,0,0,5277978,False,45,15,Hernes
,0,0,0,5277978,False,45,9,Sekularac
,0,0,0,5277978,False,40,61,Fredrick
,0,0,0,5277978,False,40,107,Hashioka
,0,0,0,5277978,False,50,31,Faivre
,0,0,0,5277978,False,50,118,N.Lemina
,0,0,0,5277978,False,50,850,Reyna
,0,0,0,5277978,False,40,27,Kinsey-Wellings
,0,0,0,5277978,False,50,225,Rogers
,0,0,0,5277978,False,50,315,Enes Ünal
,0,0,0,5277978,False,40,580,Assignon
,0,0,0,5277978,False,40,46,Estève
,0,0,0,5277978,False,50,382,Wharton
,0,0,0,5277978,False,45,269,Sels
,0,0,0,5277978,False,45,126,Ribeiro
,0,0,0,5277978,False,45,19,King
